example_id,doc_id,source_split,length_bucket,sentence_count,character_count,entity_count,section_count,text_preview,first_entities
07a9478e87a8304fc3267fa16e83e9f3bbd98b27__sent_000019_000041,07a9478e87a8304fc3267fa16e83e9f3bbd98b27,dev,medium,22,2596,25,4,"We leverage this intuition to build a simpler and more lightweight approach to NLI within a neural framework; with considerably fewer parameters, our model outperforms more complex existing neural architectures. In contrast to existing approaches, our approach only relies on alignment and is fully computationally decomposable with respect to the input text. An overview of our approach is given in Figure [reference]. Given two sentences, where each word is represented by an embedding vector, we f","[{""entity_id"": ""07a9478e87a8304fc3267fa16e83e9f3bbd98b27__entity_000022"", ""label"": ""Task"", ""text"": ""NLI"", ""start_char"": 79, ""end_char"": 82, ""source_token_start"": 430, ""source_token_end_exclusive"": 431}, {""entity_id"": ""07a9478e87a8304fc3267fa16e83e9f3bbd98b27__entity_000023"", ""label"": ""Method"", ""text"": ""neural framework"", ""start_char"": 92, ""end_char"": 108, ""source_token_start"": 433, ""source_token_end_exclusive"": 435}, {""entity_id"": ""07a9478e87a8304fc3267fa16e83e9f3bbd98b27__entity_000024"", ""label"": ""Method"", ""text"": ""neural architectures"", ""start_char"": 190, ""end_char"": 210, ""source_token_start"": 447, ""source_token_end_exclusive"": 449}, {""entity_id"": ""07a9478e87a8304fc3267fa16e83e9f3bbd98b27__entity_000025"", ""label"": ""Method"", ""text"": ""alignment"", ""start_char"": 276, ""end_char"": 285, ""source_token_start"": 461, ""source_token_end_exclusive"": 462}, {""entity_id"": ""07a9478e87a8304fc3267fa16e83e9f3bbd98b27__entity_000026"", ""label"": ""Method"", ""text"": ""neural attention"", ""start_char"": 542, ""end_char"": 558, ""source_token_start"": 509, ""source_token_end_exclusive"": 511}]"
087337fdad69caaab8ebd8ae68a731c5bf2e8b14__sent_000278_000311,087337fdad69caaab8ebd8ae68a731c5bf2e8b14,dev,medium,33,3693,52,2,"The softmax operation induces competition between classes and promotes the most confident prediction, but it is not clear that this is necessary or helpful. For comparison, we train with the sigmoid cross-entropy loss and find that it gives similar results, even though it normalizes each class prediction independently. Patch sampling As explained in Section [reference], our whole image training effectively batches each image into a regular grid of large, overlapping patches. By contrast, prior w","[{""entity_id"": ""087337fdad69caaab8ebd8ae68a731c5bf2e8b14__entity_000442"", ""label"": ""Method"", ""text"": ""softmax operation"", ""start_char"": 4, ""end_char"": 21, ""source_token_start"": 5641, ""source_token_end_exclusive"": 5643}, {""entity_id"": ""087337fdad69caaab8ebd8ae68a731c5bf2e8b14__entity_000443"", ""label"": ""Method"", ""text"": ""sigmoid cross-entropy loss"", ""start_char"": 191, ""end_char"": 217, ""source_token_start"": 5673, ""source_token_end_exclusive"": 5678}, {""entity_id"": ""087337fdad69caaab8ebd8ae68a731c5bf2e8b14__entity_000444"", ""label"": ""Method"", ""text"": ""class prediction"", ""start_char"": 289, ""end_char"": 305, ""source_token_start"": 5691, ""source_token_end_exclusive"": 5693}, {""entity_id"": ""087337fdad69caaab8ebd8ae68a731c5bf2e8b14__entity_000445"", ""label"": ""Method"", ""text"": ""Patch sampling"", ""start_char"": 321, ""end_char"": 335, ""source_token_start"": 5695, ""source_token_end_exclusive"": 5697}, {""entity_id"": ""087337fdad69caaab8ebd8ae68a731c5bf2e8b14__entity_000446"", ""label"": ""Task"", ""text"": ""image training"", ""start_char"": 383, ""end_char"": 397, ""source_token_start"": 5707, ""source_token_end_exclusive"": 5709}]"
0910a4c470a410fac446f4026f7c8ef512ae7427__sent_000035_000071,0910a4c470a410fac446f4026f7c8ef512ae7427,dev,medium,36,4088,57,3,"For each level of the question representation in this hierarchy, we construct joint question and image co-attention maps, which are then combined recursively to ultimately predict a distribution over the answers. Overall, the main contributions of our work are: We propose a novel co-attention mechanism for VQA that jointly performs question-guided visual attention and image-guided question attention. We explore this mechanism with two strategies, parallel and alternating co-attention, which are ","[{""entity_id"": ""0910a4c470a410fac446f4026f7c8ef512ae7427__entity_000045"", ""label"": ""Method"", ""text"": ""question representation"", ""start_char"": 22, ""end_char"": 45, ""source_token_start"": 660, ""source_token_end_exclusive"": 662}, {""entity_id"": ""0910a4c470a410fac446f4026f7c8ef512ae7427__entity_000046"", ""label"": ""Method"", ""text"": ""co-attention mechanism"", ""start_char"": 281, ""end_char"": 303, ""source_token_start"": 705, ""source_token_end_exclusive"": 709}, {""entity_id"": ""0910a4c470a410fac446f4026f7c8ef512ae7427__entity_000047"", ""label"": ""Task"", ""text"": ""VQA"", ""start_char"": 308, ""end_char"": 311, ""source_token_start"": 710, ""source_token_end_exclusive"": 711}, {""entity_id"": ""0910a4c470a410fac446f4026f7c8ef512ae7427__entity_000048"", ""label"": ""Task"", ""text"": ""question-guided visual attention"", ""start_char"": 334, ""end_char"": 366, ""source_token_start"": 714, ""source_token_end_exclusive"": 719}, {""entity_id"": ""0910a4c470a410fac446f4026f7c8ef512ae7427__entity_000049"", ""label"": ""Task"", ""text"": ""image-guided question attention"", ""start_char"": 371, ""end_char"": 402, ""source_token_start"": 720, ""source_token_end_exclusive"": 725}]"
097851f362667a599208f4a06fa289dac2e91fbe__sent_000104_000137,097851f362667a599208f4a06fa289dac2e91fbe,dev,medium,33,4161,36,2,"Finally, the bases in are limited to have unit norm to avoid degenerate solutions (line 13). This procedure is repeated until a stop condition is met; in our experiments, the training stops when the relative decrement error between epochs is small (). When updating the system parameters, we assume that does not depend on, thus; we carried out experiments that show that this approximation does not significantly influence the gradient descent convergence nor the quality of the minimization. Moreov","[{""entity_id"": ""097851f362667a599208f4a06fa289dac2e91fbe__entity_000108"", ""label"": ""Metric"", ""text"": ""relative decrement error"", ""start_char"": 199, ""end_char"": 223, ""source_token_start"": 2373, ""source_token_end_exclusive"": 2376}, {""entity_id"": ""097851f362667a599208f4a06fa289dac2e91fbe__entity_000109"", ""label"": ""Metric"", ""text"": ""gradient descent convergence"", ""start_char"": 428, ""end_char"": 456, ""source_token_start"": 2413, ""source_token_end_exclusive"": 2416}, {""entity_id"": ""097851f362667a599208f4a06fa289dac2e91fbe__entity_000110"", ""label"": ""Metric"", ""text"": ""quality"", ""start_char"": 465, ""end_char"": 472, ""source_token_start"": 2418, ""source_token_end_exclusive"": 2419}, {""entity_id"": ""097851f362667a599208f4a06fa289dac2e91fbe__entity_000111"", ""label"": ""Task"", ""text"": ""minimization"", ""start_char"": 480, ""end_char"": 492, ""source_token_start"": 2421, ""source_token_end_exclusive"": 2422}, {""entity_id"": ""097851f362667a599208f4a06fa289dac2e91fbe__entity_000112"", ""label"": ""Method"", ""text"": ""mini-batch vSGD"", ""start_char"": 628, ""end_char"": 643, ""source_token_start"": 2446, ""source_token_end_exclusive"": 2450}]"
0b4b6932d5df74b366d9235b40334bc40d719c72__sent_000015_000062,0b4b6932d5df74b366d9235b40334bc40d719c72,dev,medium,47,3583,39,3,"If we compare the ensemble prediction to the current output of the network being trained, the ensemble prediction is likely to be closer to the correct, unknown labels of the unlabeled inputs. Therefore the labels inferred this way can be used as training targets for the unlabeled inputs. Our method relies heavily on dropout regularization and versatile input augmentation. Indeed, without neither, there would be much less reason to place confidence in whatever labels are inferred for the unlabel","[{""entity_id"": ""0b4b6932d5df74b366d9235b40334bc40d719c72__entity_000026"", ""label"": ""Method"", ""text"": ""ensemble prediction"", ""start_char"": 18, ""end_char"": 37, ""source_token_start"": 427, ""source_token_end_exclusive"": 429}, {""entity_id"": ""0b4b6932d5df74b366d9235b40334bc40d719c72__entity_000027"", ""label"": ""Task"", ""text"": ""ensemble prediction"", ""start_char"": 94, ""end_char"": 113, ""source_token_start"": 440, ""source_token_end_exclusive"": 442}, {""entity_id"": ""0b4b6932d5df74b366d9235b40334bc40d719c72__entity_000028"", ""label"": ""Method"", ""text"": ""dropout regularization"", ""start_char"": 319, ""end_char"": 341, ""source_token_start"": 480, ""source_token_end_exclusive"": 482}, {""entity_id"": ""0b4b6932d5df74b366d9235b40334bc40d719c72__entity_000029"", ""label"": ""Method"", ""text"": ""versatile input augmentation"", ""start_char"": 346, ""end_char"": 374, ""source_token_start"": 483, ""source_token_end_exclusive"": 486}, {""entity_id"": ""0b4b6932d5df74b366d9235b40334bc40d719c72__entity_000030"", ""label"": ""Method"", ""text"": ""self-ensembling"", ""start_char"": 552, ""end_char"": 567, ""source_token_start"": 518, ""source_token_end_exclusive"": 521}]"
0c5c93594647d77dcbad5f3ed71139b186a23a3c__sent_000006_000025,0c5c93594647d77dcbad5f3ed71139b186a23a3c,dev,medium,19,2417,35,2,"(+ 2.8-3.7 BLEU), and for the low-resourced IWSLT 14 task Turkish→English (+ 2.1-3.4 BLEU), obtaining new state-of-the-art results. We also show that fine-tuning on in-domain monolingual and parallel data gives substantial improvements for the IWSLT 15 task English→German. section: Introduction Neural Machine Translation (NMT) has obtained state-of-the art performance for several language pairs, while only using parallel data for training. Target-side monolingual data plays an important role in ","[{""entity_id"": ""0c5c93594647d77dcbad5f3ed71139b186a23a3c__entity_000017"", ""label"": ""Metric"", ""text"": ""BLEU"", ""start_char"": 11, ""end_char"": 15, ""source_token_start"": 156, ""source_token_end_exclusive"": 157}, {""entity_id"": ""0c5c93594647d77dcbad5f3ed71139b186a23a3c__entity_000018"", ""label"": ""Task"", ""text"": ""low-resourced IWSLT 14 task Turkish→English"", ""start_char"": 30, ""end_char"": 73, ""source_token_start"": 162, ""source_token_end_exclusive"": 169}, {""entity_id"": ""0c5c93594647d77dcbad5f3ed71139b186a23a3c__entity_000019"", ""label"": ""Metric"", ""text"": ""BLEU"", ""start_char"": 85, ""end_char"": 89, ""source_token_start"": 174, ""source_token_end_exclusive"": 175}, {""entity_id"": ""0c5c93594647d77dcbad5f3ed71139b186a23a3c__entity_000020"", ""label"": ""Method"", ""text"": ""monolingual"", ""start_char"": 175, ""end_char"": 186, ""source_token_start"": 199, ""source_token_end_exclusive"": 200}, {""entity_id"": ""0c5c93594647d77dcbad5f3ed71139b186a23a3c__entity_000021"", ""label"": ""Task"", ""text"": ""IWSLT 15 task English→German"", ""start_char"": 244, ""end_char"": 272, ""source_token_start"": 208, ""source_token_end_exclusive"": 212}]"
007ff2ca5f297b04636699ce4d01ca6d6f21dc77__sent_000010_000128,007ff2ca5f297b04636699ce4d01ca6d6f21dc77,dev,long,118,14851,223,9,"Natural language inference (NLI) is an important and significant task in natural language processing (NLP). It concerns whether a hypothesis can be inferred from a premise, requiring understanding of the semantic similarity between the hypothesis and the premise to discriminate their relation. Table [reference] shows several samples of natural language inference from SNLI (Stanford Natural Language Inference) corpus. In the literature, the task of NLI is usually viewed as a relation classificati","[{""entity_id"": ""007ff2ca5f297b04636699ce4d01ca6d6f21dc77__entity_000016"", ""label"": ""Task"", ""text"": ""Natural language inference"", ""start_char"": 0, ""end_char"": 26, ""source_token_start"": 140, ""source_token_end_exclusive"": 143}, {""entity_id"": ""007ff2ca5f297b04636699ce4d01ca6d6f21dc77__entity_000017"", ""label"": ""Task"", ""text"": ""NLI)"", ""start_char"": 28, ""end_char"": 32, ""source_token_start"": 144, ""source_token_end_exclusive"": 146}, {""entity_id"": ""007ff2ca5f297b04636699ce4d01ca6d6f21dc77__entity_000018"", ""label"": ""Task"", ""text"": ""natural language processing (NLP)"", ""start_char"": 73, ""end_char"": 106, ""source_token_start"": 153, ""source_token_end_exclusive"": 159}, {""entity_id"": ""007ff2ca5f297b04636699ce4d01ca6d6f21dc77__entity_000019"", ""label"": ""Task"", ""text"": ""natural language inference"", ""start_char"": 338, ""end_char"": 364, ""source_token_start"": 197, ""source_token_end_exclusive"": 200}, {""entity_id"": ""007ff2ca5f297b04636699ce4d01ca6d6f21dc77__entity_000020"", ""label"": ""Task"", ""text"": ""NLI"", ""start_char"": 452, ""end_char"": 455, ""source_token_start"": 217, ""source_token_end_exclusive"": 218}]"
027d6c52be01b583b9a0d9eb8c9364c6b701c656__sent_000065_000152,027d6c52be01b583b9a0d9eb8c9364c6b701c656,dev,long,87,9569,163,12,"WL/⁢Var (BL) The LSUV algorithm is summarized in Algorithm [reference]. The single parameter influences convergence of the initialization procedure, not the properties of the trained network. Its value does not noticeably influence the performance in a broad range of 0.01 to 0.1. Because of data variations, it is often not possible to normalize variance with the desired precision. To eliminate the possibility of an infinite loop, we restricted number of trials to. However, in experiments describ","[{""entity_id"": ""027d6c52be01b583b9a0d9eb8c9364c6b701c656__entity_000091"", ""label"": ""Method"", ""text"": ""initialization procedure"", ""start_char"": 123, ""end_char"": 147, ""source_token_start"": 1425, ""source_token_end_exclusive"": 1427}, {""entity_id"": ""027d6c52be01b583b9a0d9eb8c9364c6b701c656__entity_000092"", ""label"": ""Method"", ""text"": ""trained network"", ""start_char"": 175, ""end_char"": 190, ""source_token_start"": 1433, ""source_token_end_exclusive"": 1435}, {""entity_id"": ""027d6c52be01b583b9a0d9eb8c9364c6b701c656__entity_000093"", ""label"": ""Metric"", ""text"": ""precision"", ""start_char"": 373, ""end_char"": 382, ""source_token_start"": 1469, ""source_token_end_exclusive"": 1470}, {""entity_id"": ""027d6c52be01b583b9a0d9eb8c9364c6b701c656__entity_000094"", ""label"": ""Method"", ""text"": ""feed-forward nets"", ""start_char"": 769, ""end_char"": 786, ""source_token_start"": 1540, ""source_token_end_exclusive"": 1544}, {""entity_id"": ""027d6c52be01b583b9a0d9eb8c9364c6b701c656__entity_000095"", ""label"": ""Method"", ""text"": ""maxout ("", ""start_char"": 853, ""end_char"": 861, ""source_token_start"": 1555, ""source_token_end_exclusive"": 1557}]"
07a9478e87a8304fc3267fa16e83e9f3bbd98b27__sent_000074_000131,07a9478e87a8304fc3267fa16e83e9f3bbd98b27,dev,long,57,5933,53,7,"Recall that denotes embedding dimension and means sentence length. For simplicity we assume that all hidden dimensions are and that the complexity of matrix ()-vector () multiplication is. A key assumption of our analysis is that, which we believe is reasonable and is true of the SNLI dataset where, whereas recent LSTM-based approaches have used. This assumption allows us to bound the complexity of computing the attention weights. paragraph: Complexity of LSTMs. The complexity of an LSTM cell is","[{""entity_id"": ""07a9478e87a8304fc3267fa16e83e9f3bbd98b27__entity_000067"", ""label"": ""Method"", ""text"": ""matrix ()-vector () multiplication"", ""start_char"": 150, ""end_char"": 184, ""source_token_start"": 1456, ""source_token_end_exclusive"": 1464}, {""entity_id"": ""07a9478e87a8304fc3267fa16e83e9f3bbd98b27__entity_000068"", ""label"": ""Material"", ""text"": ""SNLI dataset"", ""start_char"": 281, ""end_char"": 293, ""source_token_start"": 1485, ""source_token_end_exclusive"": 1487}, {""entity_id"": ""07a9478e87a8304fc3267fa16e83e9f3bbd98b27__entity_000069"", ""label"": ""Method"", ""text"": ""LSTM-based approaches"", ""start_char"": 316, ""end_char"": 337, ""source_token_start"": 1491, ""source_token_end_exclusive"": 1495}, {""entity_id"": ""07a9478e87a8304fc3267fa16e83e9f3bbd98b27__entity_000070"", ""label"": ""Metric"", ""text"": ""Complexity"", ""start_char"": 446, ""end_char"": 456, ""source_token_start"": 1514, ""source_token_end_exclusive"": 1515}, {""entity_id"": ""07a9478e87a8304fc3267fa16e83e9f3bbd98b27__entity_000071"", ""label"": ""Method"", ""text"": ""LSTMs"", ""start_char"": 460, ""end_char"": 465, ""source_token_start"": 1516, ""source_token_end_exclusive"": 1517}]"
087337fdad69caaab8ebd8ae68a731c5bf2e8b14__sent_000057_000110,087337fdad69caaab8ebd8ae68a731c5bf2e8b14,dev,long,53,6785,117,3,"Dense prediction with convnets Several recent works have applied convnets to dense prediction problems, including semantic segmentation by Ning et al., Farabet et al., and Pinheiro and Collobert; boundary prediction for electron microscopy by Ciresan et al. and for natural images by a hybrid convnet/nearest neighbor model by Ganin and Lempitsky; and image restoration and depth estimation by Eigen et al.. Common elements of these approaches include small models restricting capacity and receptive ","[{""entity_id"": ""087337fdad69caaab8ebd8ae68a731c5bf2e8b14__entity_000118"", ""label"": ""Task"", ""text"": ""Dense prediction"", ""start_char"": 0, ""end_char"": 16, ""source_token_start"": 1198, ""source_token_end_exclusive"": 1200}, {""entity_id"": ""087337fdad69caaab8ebd8ae68a731c5bf2e8b14__entity_000119"", ""label"": ""Method"", ""text"": ""convnets"", ""start_char"": 22, ""end_char"": 30, ""source_token_start"": 1201, ""source_token_end_exclusive"": 1202}, {""entity_id"": ""087337fdad69caaab8ebd8ae68a731c5bf2e8b14__entity_000120"", ""label"": ""Method"", ""text"": ""convnets"", ""start_char"": 65, ""end_char"": 73, ""source_token_start"": 1207, ""source_token_end_exclusive"": 1208}, {""entity_id"": ""087337fdad69caaab8ebd8ae68a731c5bf2e8b14__entity_000121"", ""label"": ""Task"", ""text"": ""dense prediction problems"", ""start_char"": 77, ""end_char"": 102, ""source_token_start"": 1209, ""source_token_end_exclusive"": 1212}, {""entity_id"": ""087337fdad69caaab8ebd8ae68a731c5bf2e8b14__entity_000122"", ""label"": ""Task"", ""text"": ""semantic segmentation"", ""start_char"": 114, ""end_char"": 135, ""source_token_start"": 1214, ""source_token_end_exclusive"": 1216}]"
097851f362667a599208f4a06fa289dac2e91fbe__sent_000019_000119,097851f362667a599208f4a06fa289dac2e91fbe,dev,long,100,12557,102,8,"Predictive Sparse Decomposition (PSD) is a successful variant of sparse coding, which uses a predictor to approximate the sparse representation and solves the sparse coding computationally expensive encoding step. In this paper, we aim to solve some of the above-mentioned problems. We propose a meta-parameter free, off-the-shelf, simple and fast approach, which exploits a new way of optimizing for a sparsity, without explicitly modeling the data distribution. The method iteratively builds an ide","[{""entity_id"": ""097851f362667a599208f4a06fa289dac2e91fbe__entity_000023"", ""label"": ""Method"", ""text"": ""Predictive Sparse Decomposition"", ""start_char"": 0, ""end_char"": 31, ""source_token_start"": 378, ""source_token_end_exclusive"": 381}, {""entity_id"": ""097851f362667a599208f4a06fa289dac2e91fbe__entity_000024"", ""label"": ""Method"", ""text"": ""PSD"", ""start_char"": 33, ""end_char"": 36, ""source_token_start"": 382, ""source_token_end_exclusive"": 383}, {""entity_id"": ""097851f362667a599208f4a06fa289dac2e91fbe__entity_000025"", ""label"": ""Method"", ""text"": ""sparse coding"", ""start_char"": 65, ""end_char"": 78, ""source_token_start"": 389, ""source_token_end_exclusive"": 391}, {""entity_id"": ""097851f362667a599208f4a06fa289dac2e91fbe__entity_000026"", ""label"": ""Method"", ""text"": ""predictor"", ""start_char"": 93, ""end_char"": 102, ""source_token_start"": 395, ""source_token_end_exclusive"": 396}, {""entity_id"": ""097851f362667a599208f4a06fa289dac2e91fbe__entity_000027"", ""label"": ""Method"", ""text"": ""sparse representation"", ""start_char"": 122, ""end_char"": 143, ""source_token_start"": 399, ""source_token_end_exclusive"": 401}]"
0e6b990f41fc0e7fdd0662f88b5ad024375bd77b__sent_000002_000064,0e6b990f41fc0e7fdd0662f88b5ad024375bd77b,dev,long,62,7733,119,1,"Towards this goal, we propose a clustering based regularization that encourages parsimonious representations. Our k-means style objective is easy to optimize and flexible, supporting various forms of clustering, such as sample clustering, spatial clustering, as well as co-clustering. We demonstrate the effectiveness of our approach on the tasks of unsupervised learning, classification, fine grained categorization, and zero-shot learning. 1 Introduction In recent years, deep neural networks have ","[{""entity_id"": ""0e6b990f41fc0e7fdd0662f88b5ad024375bd77b__entity_000004"", ""label"": ""Method"", ""text"": ""parsimonious representations"", ""start_char"": 80, ""end_char"": 108, ""source_token_start"": 35, ""source_token_end_exclusive"": 37}, {""entity_id"": ""0e6b990f41fc0e7fdd0662f88b5ad024375bd77b__entity_000005"", ""label"": ""Method"", ""text"": ""k-means style objective"", ""start_char"": 114, ""end_char"": 137, ""source_token_start"": 39, ""source_token_end_exclusive"": 44}, {""entity_id"": ""0e6b990f41fc0e7fdd0662f88b5ad024375bd77b__entity_000006"", ""label"": ""Method"", ""text"": ""clustering"", ""start_char"": 200, ""end_char"": 210, ""source_token_start"": 55, ""source_token_end_exclusive"": 56}, {""entity_id"": ""0e6b990f41fc0e7fdd0662f88b5ad024375bd77b__entity_000007"", ""label"": ""Method"", ""text"": ""sample clustering"", ""start_char"": 220, ""end_char"": 237, ""source_token_start"": 59, ""source_token_end_exclusive"": 61}, {""entity_id"": ""0e6b990f41fc0e7fdd0662f88b5ad024375bd77b__entity_000008"", ""label"": ""Method"", ""text"": ""spatial clustering"", ""start_char"": 239, ""end_char"": 257, ""source_token_start"": 62, ""source_token_end_exclusive"": 64}]"
1275125b71b999b7c49bc554c6ec404a764eb299__sent_000052_000190,1275125b71b999b7c49bc554c6ec404a764eb299,dev,long,138,13426,194,15,"We embed multiple building blocks into a larger hierarchical deep CNN. subsection: Category Hierarchy for Visual Recognition In visual recognition, there is a vast literature exploiting category hierarchical structures. For classification with a large number of classes using linear classifiers, a common strategy is to build a hierarchy or taxonomy of classifiers so that the number of classifiers evaluated given a testing image scales sub-linearly in the number of classes. The hierarchy can be ei","[{""entity_id"": ""1275125b71b999b7c49bc554c6ec404a764eb299__entity_000062"", ""label"": ""Task"", ""text"": ""Visual Recognition"", ""start_char"": 106, ""end_char"": 124, ""source_token_start"": 1115, ""source_token_end_exclusive"": 1117}, {""entity_id"": ""1275125b71b999b7c49bc554c6ec404a764eb299__entity_000063"", ""label"": ""Task"", ""text"": ""visual recognition"", ""start_char"": 128, ""end_char"": 146, ""source_token_start"": 1118, ""source_token_end_exclusive"": 1120}, {""entity_id"": ""1275125b71b999b7c49bc554c6ec404a764eb299__entity_000064"", ""label"": ""Task"", ""text"": ""classification"", ""start_char"": 224, ""end_char"": 238, ""source_token_start"": 1132, ""source_token_end_exclusive"": 1133}, {""entity_id"": ""1275125b71b999b7c49bc554c6ec404a764eb299__entity_000065"", ""label"": ""Method"", ""text"": ""linear classifiers"", ""start_char"": 276, ""end_char"": 294, ""source_token_start"": 1140, ""source_token_end_exclusive"": 1142}, {""entity_id"": ""1275125b71b999b7c49bc554c6ec404a764eb299__entity_000066"", ""label"": ""Method"", ""text"": ""taxonomy of classifiers"", ""start_char"": 341, ""end_char"": 364, ""source_token_start"": 1152, ""source_token_end_exclusive"": 1155}]"
12806c298e01083a79db77927530367d85939907__sent_000077_000172,12806c298e01083a79db77927530367d85939907,dev,long,95,11875,116,7,"Then, after converting the fully connected layer, which would have produced a single final feature vector, to a convolutional layer, a grid of final feature vectors is produced. Each of the resulting feature vectors represents a slightly different context view location within the original pixel space. To determine the stride of this window in pixel space, it is possible to simply multiply the strides on each convolutional or pool layer together. The network we used has a stride size of pixels. E","[{""entity_id"": ""12806c298e01083a79db77927530367d85939907__entity_000155"", ""label"": ""Method"", ""text"": ""fully connected layer"", ""start_char"": 27, ""end_char"": 48, ""source_token_start"": 1936, ""source_token_end_exclusive"": 1939}, {""entity_id"": ""12806c298e01083a79db77927530367d85939907__entity_000156"", ""label"": ""Method"", ""text"": ""convolutional layer"", ""start_char"": 112, ""end_char"": 131, ""source_token_start"": 1952, ""source_token_end_exclusive"": 1954}, {""entity_id"": ""12806c298e01083a79db77927530367d85939907__entity_000157"", ""label"": ""Method"", ""text"": ""convolutional or pool layer"", ""start_char"": 412, ""end_char"": 439, ""source_token_start"": 2004, ""source_token_end_exclusive"": 2008}, {""entity_id"": ""12806c298e01083a79db77927530367d85939907__entity_000158"", ""label"": ""Method"", ""text"": ""regression"", ""start_char"": 680, ""end_char"": 690, ""source_token_start"": 2055, ""source_token_end_exclusive"": 2056}, {""entity_id"": ""12806c298e01083a79db77927530367d85939907__entity_000159"", ""label"": ""Method"", ""text"": ""classifier"", ""start_char"": 696, ""end_char"": 706, ""source_token_start"": 2058, ""source_token_end_exclusive"": 2059}]"
0496691c6d54fd746c111d1004349acf7654145e__sent_000135_000336,0496691c6d54fd746c111d1004349acf7654145e,dev,very_long,201,19439,190,14,"This closely matches the intuitive argument in the beginning of this section. Note that when K (p gen) is a constant, the objective function (1) simplifies to: which is very similar to the EBGAN objective [reference] (2) and (4)). As we show in appendix A.2, compared to the objective in (8), the EBGAN objective puts extra constraints on the allowed discriminator function. In spite of that, the EBGAN objective suffers from the single-training-signal problem and does not guarantee that the discrim","[{""entity_id"": ""0496691c6d54fd746c111d1004349acf7654145e__entity_000111"", ""label"": ""Method"", ""text"": ""EBGAN objective"", ""start_char"": 397, ""end_char"": 412, ""source_token_start"": 2731, ""source_token_end_exclusive"": 2733}, {""entity_id"": ""0496691c6d54fd746c111d1004349acf7654145e__entity_000112"", ""label"": ""Task"", ""text"": ""single-training-signal problem"", ""start_char"": 430, ""end_char"": 460, ""source_token_start"": 2736, ""source_token_end_exclusive"": 2742}, {""entity_id"": ""0496691c6d54fd746c111d1004349acf7654145e__entity_000113"", ""label"": ""Method"", ""text"": ""discriminator"", ""start_char"": 493, ""end_char"": 506, ""source_token_start"": 2748, ""source_token_end_exclusive"": 2749}, {""entity_id"": ""0496691c6d54fd746c111d1004349acf7654145e__entity_000114"", ""label"": ""Method"", ""text"": ""generator"", ""start_char"": 774, ""end_char"": 783, ""source_token_start"": 2802, ""source_token_end_exclusive"": 2803}, {""entity_id"": ""0496691c6d54fd746c111d1004349acf7654145e__entity_000115"", ""label"": ""Method"", ""text"": ""discriminator"", ""start_char"": 826, ""end_char"": 839, ""source_token_start"": 2811, ""source_token_end_exclusive"": 2812}]"
0680f04750b1e257ffdd161e85382031dc73ea7f__sent_000009_000210,0680f04750b1e257ffdd161e85382031dc73ea7f,dev,very_long,201,24550,245,9,"Different from the above two assumptions for RCQA, in the real-world QA scenario, people may ask questions about both entities (factoid) and non-entities such as explanations and reasons (non-factoid) (see Table [reference] for examples). In this regard, RCQA has the potential to complement other QA approaches that leverage structured data (e.g., knowledge bases) for both the above question types. This is because RCQA can exploit the textual evidences to ensure increased answer coverage, which i","[{""entity_id"": ""0680f04750b1e257ffdd161e85382031dc73ea7f__entity_000021"", ""label"": ""Task"", ""text"": ""RCQA"", ""start_char"": 45, ""end_char"": 49, ""source_token_start"": 260, ""source_token_end_exclusive"": 261}, {""entity_id"": ""0680f04750b1e257ffdd161e85382031dc73ea7f__entity_000022"", ""label"": ""Task"", ""text"": ""real-world QA scenario"", ""start_char"": 58, ""end_char"": 80, ""source_token_start"": 264, ""source_token_end_exclusive"": 269}, {""entity_id"": ""0680f04750b1e257ffdd161e85382031dc73ea7f__entity_000023"", ""label"": ""Task"", ""text"": ""RCQA"", ""start_char"": 255, ""end_char"": 259, ""source_token_start"": 308, ""source_token_end_exclusive"": 309}, {""entity_id"": ""0680f04750b1e257ffdd161e85382031dc73ea7f__entity_000024"", ""label"": ""Method"", ""text"": ""QA approaches"", ""start_char"": 298, ""end_char"": 311, ""source_token_start"": 315, ""source_token_end_exclusive"": 317}, {""entity_id"": ""0680f04750b1e257ffdd161e85382031dc73ea7f__entity_000025"", ""label"": ""Task"", ""text"": ""RCQA"", ""start_char"": 417, ""end_char"": 421, ""source_token_start"": 337, ""source_token_end_exclusive"": 338}]"
